id,address_state,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,loan_category,good_loan_flag,bad_loan_flag,issue_year,issue_month,issue_month_name,issue_year_month,payment_difference,payment_ratio
545558,NV,10+ years,Desert Radiologists,B,MORTGAGE,2021-10-07,2021-05-16,2021-07-13,Fully Paid,2021-08-13,703614,Debt consolidation,B5,60 months,Source Verified,95004.0,0.084,366.43,0.1186,25000,40,20987,Good Loan,1,0,2021.0,10.0,October,2021-10,-4013,0.8395
591983,LA,2 years,Campus Apartments Inc,B,MORTGAGE,2021-10-10,2021-10-15,2021-10-15,Fully Paid,2021-11-15,760328,Debt consolidation,B2,60 months,Source Verified,36000.0,0.1023,168.63,0.1075,7800,12,10117,Good Loan,1,0,2021.0,10.0,October,2021-10,2317,1.2971
757200,OH,2 years,Fleming and Wise Orthodontics,B,MORTGAGE,2021-11-05,2021-03-14,2021-03-14,Fully Paid,2021-04-14,957220,Debt consolidation,B3,60 months,Source Verified,26000.0,0.1763,282.59,0.1099,13000,24,16058,Good Loan,1,0,2021.0,11.0,November,2021-11,3058,1.2352
854468,NJ,2 years,MacKay Shields,B,MORTGAGE,2021-11-08,2021-02-13,2021-01-13,Fully Paid,2021-02-13,1066717,Debt consolidation,B3,60 months,Source Verified,370008.0,0.0182,504.31,0.1099,35000,26,26266,Good Loan,1,0,2021.0,11.0,November,2021-11,-8734,0.7505
745344,MD,2 years,Spirit Cruises,B,MORTGAGE,2021-11-05,2021-03-13,2021-03-13,Fully Paid,2021-04-13,943914,Debt consolidation,B4,60 months,Source Verified,53000.0,0.0523,263.86,0.1149,12000,17,13707,Good Loan,1,0,2021.0,11.0,November,2021-11,1707,1.1422
822991,MI,2 years,TNG Worldwide,B,MORTGAGE,2021-11-07,2021-05-13,2021-05-13,Fully Paid,2021-06-13,1031523,Debt consolidation,B4,60 months,Source Verified,75000.0,0.0803,351.81,0.1149,16000,19,18793,Good Loan,1,0,2021.0,11.0,November,2021-11,2793,1.1746
597495,MO,2 years,Waste Management,B,MORTGAGE,2021-10-10,2021-07-14,2021-07-14,Fully Paid,2021-08-14,766933,Debt consolidation,B5,60 months,Source Verified,55000.0,0.1438,275.51,0.1186,20000,28,16181,Good Loan,1,0,2021.0,10.0,October,2021-10,-3819,0.8091
773868,OH,2 years,Fentress & Barnes,B,MORTGAGE,2021-11-06,2021-04-16,2021-07-14,Fully Paid,2021-08-14,975955,Debt consolidation,B5,60 months,Source Verified,50000.0,0.1104,333.6,0.1199,15000,32,19167,Good Loan,1,0,2021.0,11.0,November,2021-11,4167,1.2778
587538,OH,3 years,Arthur Middleton Capital Holdings,B,MORTGAGE,2021-10-10,2021-10-14,2021-09-14,Fully Paid,2021-10-14,754851,Debt consolidation,B1,60 months,Source Verified,26000.0,0.1329,257.22,0.1038,12000,17,15239,Good Loan,1,0,2021.0,10.0,October,2021-10,3239,1.2699
694480,NV,3 years,Piercy Bowler Taylor & Kern,B,MORTGAGE,2021-11-03,2021-07-14,2021-06-14,Fully Paid,2021-07-14,885406,Debt consolidation,B3,60 months,Source Verified,59000.0,0.1623,257.16,0.1037,12000,30,14948,Good Loan,1,0,2021.0,11.0,November,2021-11,2948,1.2457
879597,DC,3 years,The Robert F. Kennedy Center,B,MORTGAGE,2021-11-09,2021-01-15,2021-12-11,Fully Paid,2022-01-11,1094532,Debt consolidation,B3,60 months,Source Verified,85000.0,0.2263,362.97,0.1171,16425,35,16900,Good Loan,1,0,2021.0,11.0,November,2021-11,475,1.0289
799299,MI,3 years,Our Lady Queen of Angels,B,MORTGAGE,2021-11-07,2021-10-15,2021-06-14,Fully Paid,2021-07-14,1004475,Debt consolidation,B4,60 months,Source Verified,45996.0,0.025,549.69,0.1149,25000,35,31409,Good Loan,1,0,2021.0,11.0,November,2021-11,6409,1.2564
711548,TX,4 years,Alcon Laboratories,B,MORTGAGE,2021-11-03,2021-05-16,2021-09-15,Fully Paid,2021-10-15,904513,Debt consolidation,B1,60 months,Source Verified,60000.0,0.1936,189.59,0.0963,9000,50,11313,Good Loan,1,0,2021.0,11.0,November,2021-11,2313,1.257
716609,FL,4 years,Emerald Coast Aviation,B,MORTGAGE,2021-11-04,2021-01-16,2021-01-16,Fully Paid,2021-02-16,910565,Debt consolidation,B2,60 months,Source Verified,50000.0,0.0374,254.97,0.1,12000,14,15288,Good Loan,1,0,2021.0,11.0,November,2021-11,3288,1.274
747953,NJ,4 years,Force Capital Management,B,MORTGAGE,2021-11-05,2021-12-15,2021-06-11,Fully Paid,2021-07-11,946950,Debt consolidation,B3,60 months,Source Verified,249996.0,0.0134,422.25,0.1099,30000,16,19603,Good Loan,1,0,2021.0,11.0,November,2021-11,-10397,0.6534
742847,AL,4 years,Shelby County Commision,B,MORTGAGE,2021-11-05,2021-05-16,2021-11-15,Fully Paid,2021-12-15,941006,Debt consolidation,B4,60 months,Source Verified,65000.0,0.1734,123.14,0.1149,5600,31,7368,Good Loan,1,0,2021.0,11.0,November,2021-11,1768,1.3157
586494,MN,4 years,cardinal,B,MORTGAGE,2021-10-09,2021-10-15,2021-10-15,Fully Paid,2021-11-15,753458,Debt consolidation,B5,60 months,Source Verified,37000.0,0.2377,266.09,0.1186,12000,25,15965,Good Loan,1,0,2021.0,10.0,October,2021-10,3965,1.3304
759263,NY,5 years,Childs Automotive,B,MORTGAGE,2021-11-05,2021-08-15,2021-08-12,Fully Paid,2021-09-12,959496,Debt consolidation,B3,60 months,Source Verified,57600.0,0.0571,304.33,0.1099,14000,16,15643,Good Loan,1,0,2021.0,11.0,November,2021-11,1643,1.1174
995579,MA,5 years,LIBERTY MUTUAL INSURANCE,B,MORTGAGE,2021-11-11,2021-04-16,2021-05-13,Fully Paid,2021-06-13,1220162,Debt consolidation,B4,60 months,Source Verified,115000.0,0.1207,673.72,0.1242,30000,27,34983,Good Loan,1,0,2021.0,11.0,November,2021-11,4983,1.1661
993659,CO,5 years,Swedish Medical Center,B,MORTGAGE,2021-11-10,2021-08-13,2021-08-13,Fully Paid,2021-09-13,1218025,Debt consolidation,B4,60 months,Source Verified,100000.0,0.2423,673.72,0.1242,30000,14,35677,Good Loan,1,0,2021.0,11.0,November,2021-11,5677,1.1892
978679,CA,5 years,Granite Construction Inc,B,MORTGAGE,2021-11-10,2021-05-16,2021-07-12,Fully Paid,2021-08-12,1201742,Debt consolidation,B4,60 months,Source Verified,175000.0,0.0944,561.44,0.1242,25000,53,27213,Good Loan,1,0,2021.0,11.0,November,2021-11,2213,1.0885
635021,MO,5 years,CenturyLink,B,MORTGAGE,2021-10-12,2021-09-15,2021-09-15,Fully Paid,2021-10-15,813472,Debt consolidation,B5,60 months,Source Verified,68000.0,0.0889,109.27,0.1036,5100,22,6547,Good Loan,1,0,2021.0,10.0,October,2021-10,1447,1.2837
744048,CA,6 years,Antelope Valley Hospital,B,MORTGAGE,2021-11-05,2021-05-16,2021-05-16,Fully Paid,2021-06-16,942453,Debt consolidation,B3,60 months,Source Verified,140000.0,0.1932,421.71,0.1099,19400,27,25302,Good Loan,1,0,2021.0,11.0,November,2021-11,5902,1.3042
714868,GA,6 years,mohawk industries,B,MORTGAGE,2021-11-04,2021-05-15,2021-03-15,Fully Paid,2021-04-15,908337,Debt consolidation,B3,60 months,Source Verified,39000.0,0.2662,385.74,0.1037,18000,32,22890,Good Loan,1,0,2021.0,11.0,November,2021-11,4890,1.2717
711870,AR,6 years,Dumas School District,B,MORTGAGE,2021-11-03,2021-04-16,2021-04-16,Fully Paid,2021-05-16,904870,Debt consolidation,B4,60 months,Source Verified,67000.0,0.154,162.1,0.1074,7500,43,9726,Good Loan,1,0,2021.0,11.0,November,2021-11,2226,1.2968
770112,TX,6 years,Shah Smith  and  Associates,B,MORTGAGE,2021-11-06,2021-06-14,2021-06-14,Fully Paid,2021-07-14,971693,Debt consolidation,B5,60 months,Source Verified,150000.0,0.1514,667.19,0.1199,30000,25,38187,Good Loan,1,0,2021.0,11.0,November,2021-11,8187,1.2729
866975,TX,7 years,Excalibur Exhibits,B,MORTGAGE,2021-11-09,2021-05-16,2021-03-15,Fully Paid,2021-04-15,1080501,Debt consolidation,B2,60 months,Source Verified,88000.0,0.1901,352.7,0.1059,25000,30,20709,Good Loan,1,0,2021.0,11.0,November,2021-11,-4291,0.8284
1004088,CA,7 years,Mono County,B,MORTGAGE,2021-11-11,2021-05-16,2021-08-15,Fully Paid,2021-09-15,1230715,Debt consolidation,B3,60 months,Source Verified,76700.0,0.1137,419.87,0.1171,19000,16,24751,Good Loan,1,0,2021.0,11.0,November,2021-11,5751,1.3027
1032166,FL,9 years,Rent Florida Realty Inc.,B,MORTGAGE,2021-11-12,2021-05-16,2021-11-12,Fully Paid,2021-12-12,1261623,Debt consolidation,B2,60 months,Source Verified,56510.0,0.0892,334.31,0.1065,15500,17,16915,Good Loan,1,0,2021.0,11.0,November,2021-11,1415,1.0913
554733,NY,9 years,local union 3,B,MORTGAGE,2021-10-08,2021-12-14,2021-09-12,Fully Paid,2021-10-12,714523,Debt consolidation,B5,60 months,Source Verified,150000.0,0.0771,354.79,0.1186,16000,27,19324,Good Loan,1,0,2021.0,10.0,October,2021-10,3324,1.2078
724386,PA,< 1 year,Allegheny Ludlum,B,MORTGAGE,2021-11-04,2021-05-16,2021-04-16,Fully Paid,2021-05-16,919494,Debt consolidation,B1,60 months,Source Verified,60000.0,0.1316,337.05,0.0963,16000,15,20223,Good Loan,1,0,2021.0,11.0,November,2021-11,4223,1.2639
804920,MA,< 1 year,Wellogic Inc,B,MORTGAGE,2021-11-07,2021-04-16,2021-08-11,Fully Paid,2021-09-11,1010856,Debt consolidation,B3,60 months,Source Verified,145000.0,0.1929,390.74,0.1099,28000,32,18140,Good Loan,1,0,2021.0,11.0,November,2021-11,-9860,0.6479
649769,NC,< 1 year,infiniti of charlotte,B,MORTGAGE,2021-11-01,2021-05-16,2021-02-16,Fully Paid,2021-03-16,831225,Debt consolidation,B4,60 months,Source Verified,54000.0,0.2318,185.88,0.1074,8600,13,11152,Good Loan,1,0,2021.0,11.0,November,2021-11,2552,1.2967
842264,FL,10+ years,FedEX,B,MORTGAGE,2021-11-08,2021-05-16,2021-09-12,Fully Paid,2021-10-12,1052922,Debt consolidation,B3,60 months,Source Verified,76800.0,0.2413,347.8,0.1099,16000,32,17756,Good Loan,1,0,2021.0,11.0,November,2021-11,1756,1.1098
701627,AR,2 years,US Care Management,B,MORTGAGE,2021-11-03,2021-05-16,2021-06-13,Fully Paid,2021-07-13,893382,Debt consolidation,B5,60 months,Source Verified,67656.0,0.1501,261.57,0.1111,12000,24,14472,Good Loan,1,0,2021.0,11.0,November,2021-11,2472,1.206
577327,NJ,8 years,Hamilton and Company,B,MORTGAGE,2021-10-09,2021-05-16,2021-09-15,Fully Paid,2021-10-15,742416,Debt consolidation,B4,60 months,Source Verified,52000.0,0.2206,219.88,0.1149,10000,24,13192,Good Loan,1,0,2021.0,10.0,October,2021-10,3192,1.3192
996790,CO,1 year,National Jewish Health,B,MORTGAGE,2021-11-10,2021-03-15,2021-02-12,Fully Paid,2021-03-12,1221648,Debt consolidation,B1,60 months,Source Verified,70000.0,0.0302,318.05,0.0991,15000,20,15370,Good Loan,1,0,2021.0,11.0,November,2021-11,370,1.0247
603192,MO,10+ years,TMC Transportation,B,MORTGAGE,2021-10-10,2021-05-16,2021-11-15,Fully Paid,2021-12-15,773978,Debt consolidation,B1,60 months,Source Verified,58000.0,0.0277,207.01,0.0888,10000,5,12420,Good Loan,1,0,2021.0,10.0,October,2021-10,2420,1.242
599951,NY,10+ years,O-H-M BOCES,B,MORTGAGE,2021-10-10,2021-04-16,2021-11-15,Fully Paid,2021-12-15,770053,Debt consolidation,B1,60 months,Source Verified,65000.0,0.161,178.03,0.0888,12000,31,10681,Good Loan,1,0,2021.0,10.0,October,2021-10,-1319,0.8901
695414,CA,10+ years,First American Title,B,MORTGAGE,2021-11-04,2021-05-16,2021-02-14,Fully Paid,2021-03-14,886487,Debt consolidation,B3,60 months,Source Verified,100000.0,0.1804,150.01,0.1037,7000,38,8580,Good Loan,1,0,2021.0,11.0,November,2021-11,1580,1.2257
642354,PA,10+ years,ADP,B,MORTGAGE,2021-11-01,2021-05-16,2021-09-12,Fully Paid,2021-10-12,822197,Debt consolidation,B3,60 months,Source Verified,90000.0,0.1367,273.79,0.0962,13000,63,14813,Good Loan,1,0,2021.0,11.0,November,2021-11,1813,1.1395
667595,FL,10+ years,city of st.petersburg,B,MORTGAGE,2021-11-02,2021-03-16,2021-03-16,Fully Paid,2021-04-16,853456,Debt consolidation,B3,60 months,Source Verified,68000.0,0.1962,214.3,0.1037,10000,38,12858,Good Loan,1,0,2021.0,11.0,November,2021-11,2858,1.2858
541599,NH,10+ years,market basket,B,MORTGAGE,2021-10-07,2021-04-16,2021-06-14,Fully Paid,2021-07-14,699036,Debt consolidation,B4,60 months,Source Verified,83000.0,0.0347,219.88,0.1149,10000,21,13010,Good Loan,1,0,2021.0,10.0,October,2021-10,3010,1.301
636804,MO,10+ years,Silicon Graphics - SGI,B,MORTGAGE,2021-10-12,2021-05-16,2021-08-11,Fully Paid,2021-09-11,815751,Debt consolidation,B4,60 months,Source Verified,91728.0,0.2279,308.02,0.0999,14500,35,15312,Good Loan,1,0,2021.0,10.0,October,2021-10,812,1.056
560155,WV,10+ years,Federal Bureau of Investigation,B,MORTGAGE,2021-10-08,2021-03-13,2021-02-13,Fully Paid,2021-03-13,708240,Debt consolidation,B4,60 months,Source Verified,79000.0,0.1704,356.2,0.1149,16200,30,19938,Good Loan,1,0,2021.0,10.0,October,2021-10,3738,1.2307
562700,PA,10+ years,cooper's seafood house,B,MORTGAGE,2021-10-08,2021-11-15,2021-08-15,Fully Paid,2021-09-15,724034,Debt consolidation,B5,60 months,Source Verified,50000.0,0.1771,321.52,0.1186,14500,11,19291,Good Loan,1,0,2021.0,10.0,October,2021-10,4791,1.3304
833558,VA,10+ years,estes express lines,B,MORTGAGE,2021-11-08,2021-07-15,2021-06-15,Fully Paid,2021-07-15,1043221,Debt consolidation,B5,60 months,Source Verified,130000.0,0.0319,555.99,0.1199,25000,37,32875,Good Loan,1,0,2021.0,11.0,November,2021-11,7875,1.315
626978,AZ,2 years,A-1 AUTOMOTIVE REFINISH SUPPLY,B,MORTGAGE,2021-10-12,2021-01-16,2021-12-15,Fully Paid,2022-01-15,803399,Debt consolidation,B4,60 months,Source Verified,23500.0,0.1195,231.01,0.0999,15000,12,13860,Good Loan,1,0,2021.0,10.0,October,2021-10,-1140,0.924
662552,NC,3 years,PPD,B,MORTGAGE,2021-11-02,2021-04-16,2021-01-13,Fully Paid,2021-02-13,847281,Debt consolidation,B4,60 months,Source Verified,38000.0,0.0745,183.72,0.1074,8500,28,9990,Good Loan,1,0,2021.0,11.0,November,2021-11,1490,1.1753
617188,CT,3 years,Sikorsky Aircraft Corporation,B,MORTGAGE,2021-10-11,2021-11-15,2021-12-15,Fully Paid,2022-01-15,791307,Debt consolidation,B4,60 months,Source Verified,136400.0,0.1365,212.96,0.0999,15000,14,12777,Good Loan,1,0,2021.0,10.0,October,2021-10,-2223,0.8518
753616,NC,3 years,Market America,B,MORTGAGE,2021-11-05,2021-05-12,2021-06-12,Fully Paid,2021-07-12,953274,Debt consolidation,B5,60 months,Source Verified,48000.0,0.16,189.04,0.1199,8500,26,9448,Good Loan,1,0,2021.0,11.0,November,2021-11,948,1.1115
593573,MN,4 years,Vector Wealth Management,B,MORTGAGE,2021-10-10,2021-04-16,2021-12-12,Fully Paid,2022-01-12,762275,Debt consolidation,B2,60 months,Source Verified,42400.0,0.2253,103.77,0.1075,4800,27,5728,Good Loan,1,0,2021.0,10.0,October,2021-10,928,1.1933
778951,NY,4 years,New England Motor Freight,B,MORTGAGE,2021-11-06,2021-05-16,2021-01-12,Fully Paid,2021-02-12,981606,Debt consolidation,B3,60 months,Source Verified,32000.0,0.2768,395.63,0.1099,18200,32,19293,Good Loan,1,0,2021.0,11.0,November,2021-11,1093,1.0601
710390,FL,5 years,henry arnold ford co inc,B,MORTGAGE,2021-11-03,2021-05-16,2021-07-11,Fully Paid,2021-08-11,903138,Debt consolidation,B5,60 months,Source Verified,24500.0,0.1758,108.99,0.1111,5000,25,5138,Good Loan,1,0,2021.0,11.0,November,2021-11,138,1.0276
792792,IL,5 years,University of Chicago,B,MORTGAGE,2021-11-07,2021-12-14,2021-07-12,Fully Paid,2021-08-12,997238,Debt consolidation,B5,60 months,Source Verified,72000.0,0.2503,194.04,0.1199,8725,31,9624,Good Loan,1,0,2021.0,11.0,November,2021-11,899,1.103
559635,GA,6 years,Children's Healthcare of Atlanta,B,MORTGAGE,2021-10-08,2021-09-14,2021-08-14,Fully Paid,2021-09-14,720388,Debt consolidation,B5,60 months,Source Verified,74500.0,0.2059,62.09,0.1186,2800,29,3679,Good Loan,1,0,2021.0,10.0,October,2021-10,879,1.3139
656213,LA,6 years,Phelps Dunbar LLP,B,MORTGAGE,2021-11-01,2021-09-14,2021-09-14,Fully Paid,2021-10-14,839304,Debt consolidation,B5,60 months,Source Verified,101000.0,0.1372,261.57,0.1111,12000,43,15344,Good Loan,1,0,2021.0,11.0,November,2021-11,3344,1.2787
676410,IL,7 years,WLS Radio,B,MORTGAGE,2021-11-02,2021-07-15,2021-07-11,Fully Paid,2021-08-11,864393,Debt consolidation,B3,60 months,Source Verified,38000.0,0.1904,107.15,0.1037,5000,34,5170,Good Loan,1,0,2021.0,11.0,November,2021-11,170,1.034
997343,MD,8 years,National Cancer Institute,B,MORTGAGE,2021-11-10,2021-04-16,2021-04-13,Fully Paid,2021-05-13,1222446,Debt consolidation,B2,60 months,Source Verified,102400.0,0.1126,207.06,0.1065,9600,52,10896,Good Loan,1,0,2021.0,11.0,November,2021-11,1296,1.135
544295,NJ,9 years,Deborah Heart and Lung Center,B,MORTGAGE,2021-10-07,2021-08-12,2021-08-12,Fully Paid,2021-09-12,702160,Debt consolidation,B3,60 months,Source Verified,58000.0,0.1283,332.49,0.1112,15250,39,18118,Good Loan,1,0,2021.0,10.0,October,2021-10,2868,1.1881
969679,DC,9 years,Bulletin News LLC,B,MORTGAGE,2021-11-10,2021-04-16,2021-10-13,Fully Paid,2021-11-13,1190911,Debt consolidation,B4,60 months,Source Verified,113000.0,0.1909,336.86,0.1242,15000,43,18166,Good Loan,1,0,2021.0,11.0,November,2021-11,3166,1.2111
774447,NY,< 1 year,orlin and cohen,B,MORTGAGE,2021-11-06,2021-04-15,2021-03-15,Fully Paid,2021-04-15,976623,Debt consolidation,B2,60 months,Source Verified,38004.0,0.0815,172.31,0.1059,8000,18,10184,Good Loan,1,0,2021.0,11.0,November,2021-11,2184,1.273
723119,KY,< 1 year,Automation Tool Company,B,MORTGAGE,2021-11-04,2021-03-14,2021-03-14,Fully Paid,2021-04-14,918019,Debt consolidation,B3,60 months,Source Verified,62000.0,0.2406,385.74,0.1037,18000,27,22063,Good Loan,1,0,2021.0,11.0,November,2021-11,4063,1.2257
916467,NJ,10+ years,St. Joseph's Regional Medical Center,B,MORTGAGE,2021-11-11,2021-08-12,2021-08-12,Fully Paid,2021-09-12,1137018,Debt consolidation,B4,60 months,Source Verified,77000.0,0.0474,359.32,0.1242,16000,37,17416,Good Loan,1,0,2021.0,11.0,November,2021-11,1416,1.0885
762037,CA,1 year,The Golden 1 Credit Union,B,MORTGAGE,2021-11-05,2021-02-16,2021-04-16,Fully Paid,2021-05-16,962531,Debt consolidation,B4,60 months,Source Verified,191508.0,0.0946,285.84,0.1149,13000,42,17146,Good Loan,1,0,2021.0,11.0,November,2021-11,4146,1.3189
986667,NY,1 year,Messco Building Supply,B,MORTGAGE,2021-11-10,2021-05-16,2021-11-13,Fully Paid,2021-12-13,1210604,Debt consolidation,B5,60 months,Source Verified,54000.0,0.158,338.93,0.1269,15000,30,18238,Good Loan,1,0,2021.0,11.0,November,2021-11,3238,1.2159
552161,MI,10+ years,state of michigan,B,MORTGAGE,2021-10-08,2021-09-15,2021-09-15,Fully Paid,2021-10-15,711518,Debt consolidation,B2,60 months,Source Verified,69996.0,0.0437,347.51,0.1075,16075,31,20850,Good Loan,1,0,2021.0,10.0,October,2021-10,4775,1.297
584564,MI,10+ years,The Kroger Co Fred Meyer Jewelers,B,MORTGAGE,2021-10-10,2021-10-15,2021-10-15,Fully Paid,2021-11-15,751135,Debt consolidation,B3,60 months,Source Verified,40000.0,0.1458,109.02,0.1112,5000,30,6541,Good Loan,1,0,2021.0,10.0,October,2021-10,1541,1.3082
595635,PA,10+ years,doublehplastics,B,MORTGAGE,2021-10-10,2021-04-14,2021-12-11,Fully Paid,2022-01-11,764689,Debt consolidation,B3,60 months,Source Verified,36000.0,0.176,109.02,0.1112,5000,42,5519,Good Loan,1,0,2021.0,10.0,October,2021-10,519,1.1038
727331,AL,10+ years,CONTECH-CPI,B,MORTGAGE,2021-11-04,2021-02-15,2021-02-15,Fully Paid,2021-03-15,922829,Debt consolidation,B5,60 months,Source Verified,74004.0,0.287,366.2,0.1111,16800,14,21628,Good Loan,1,0,2021.0,11.0,November,2021-11,4828,1.2874
537896,CO,10+ years,Frozen Pet Ingredients,B,MORTGAGE,2021-10-07,2021-01-16,2021-10-13,Fully Paid,2021-11-13,694766,Debt consolidation,B5,60 months,Source Verified,720000.0,0.0198,554.35,0.1186,25000,44,30472,Good Loan,1,0,2021.0,10.0,October,2021-10,5472,1.2189
584657,CT,5 years,UBS,B,MORTGAGE,2021-10-09,2021-07-13,2021-12-11,Fully Paid,2022-01-11,751275,Debt consolidation,B1,60 months,Source Verified,94000.0,0.0997,117.89,0.1038,5500,35,6109,Good Loan,1,0,2021.0,10.0,October,2021-10,609,1.1107
639387,NC,5 years,Fayetteville Technical Community College,B,MORTGAGE,2021-11-01,2021-03-16,2021-04-12,Fully Paid,2021-05-12,818570,Debt consolidation,B4,60 months,Source Verified,57000.0,0.1082,100.91,0.0999,4750,35,5185,Good Loan,1,0,2021.0,11.0,November,2021-11,435,1.0916
646759,SC,6 years,Anderson School District 5/ T.L. Hanna,B,MORTGAGE,2021-11-01,2021-01-16,2021-01-16,Fully Paid,2021-02-16,827495,Debt consolidation,B1,60 months,Source Verified,43000.0,0.1607,155.26,0.0888,7500,37,9315,Good Loan,1,0,2021.0,11.0,November,2021-11,1815,1.242
590188,IL,6 years,Brorsen Appraisal Service  P.C.,B,MORTGAGE,2021-10-10,2021-05-16,2021-10-15,Fully Paid,2021-11-15,758134,Debt consolidation,B2,60 months,Source Verified,48996.0,0.0642,216.18,0.1075,10000,18,12971,Good Loan,1,0,2021.0,10.0,October,2021-10,2971,1.2971
569876,NY,6 years,Archbishop Molloy High School,B,MORTGAGE,2021-10-08,2021-07-15,2021-08-13,Fully Paid,2021-09-13,733133,Debt consolidation,B2,60 months,Source Verified,56000.0,0.0454,311.3,0.1075,14400,23,17873,Good Loan,1,0,2021.0,10.0,October,2021-10,3473,1.2412
889503,IL,8 years,Arthur J. Gallagher  and  Co.,B,MORTGAGE,2021-11-09,2021-05-16,2021-01-13,Fully Paid,2021-02-13,1106085,Debt consolidation,B3,60 months,Source Verified,125004.0,0.0824,397.77,0.1171,18000,35,20398,Good Loan,1,0,2021.0,11.0,November,2021-11,2398,1.1332
597395,MI,8 years,James Mikula D.D.S,B,MORTGAGE,2021-10-10,2021-01-16,2021-12-11,Fully Paid,2022-01-11,766818,Debt consolidation,B5,60 months,Source Verified,57000.0,0.1455,292.14,0.1186,19750,30,14741,Good Loan,1,0,2021.0,10.0,October,2021-10,-5009,0.7464
893714,NJ,8 years,demarest police dept,B,MORTGAGE,2021-11-10,2021-05-16,2021-09-12,Fully Paid,2021-10-12,1110816,Debt consolidation,B5,60 months,Source Verified,170000.0,0.1279,790.82,0.1269,35000,54,38819,Good Loan,1,0,2021.0,11.0,November,2021-11,3819,1.1091
613764,FL,< 1 year,"JC Patin Group, LLC",B,MORTGAGE,2021-10-11,2021-01-15,2021-05-13,Fully Paid,2021-06-13,786884,Debt consolidation,B4,60 months,Source Verified,41880.0,0.0937,232.61,0.0999,12000,38,13131,Good Loan,1,0,2021.0,10.0,October,2021-10,1131,1.0942
661576,MI,< 1 year,Jeld-Wen Inc.,B,MORTGAGE,2021-11-02,2021-07-14,2021-07-14,Fully Paid,2021-08-14,846074,Debt consolidation,B5,60 months,Source Verified,50000.0,0.0216,196.18,0.1111,9000,8,11282,Good Loan,1,0,2021.0,11.0,November,2021-11,2282,1.2536
645795,OH,< 1 year,verizon wireless,B,MORTGAGE,2021-11-01,2021-02-13,2021-02-13,Fully Paid,2021-03-13,826308,Debt consolidation,B5,60 months,Source Verified,60000.0,0.1964,321.37,0.1036,15000,41,17707,Good Loan,1,0,2021.0,11.0,November,2021-11,2707,1.1805
636674,TX,10+ years,Not Specified,B,MORTGAGE,2021-10-12,2021-02-16,2021-02-16,Fully Paid,2021-03-16,815590,Debt consolidation,B3,60 months,Source Verified,111000.0,0.1382,210.61,0.0962,10000,37,12637,Good Loan,1,0,2021.0,10.0,October,2021-10,2637,1.2637
672642,CT,10+ years,Memorial Sloan-Kettering Cancer Center,B,MORTGAGE,2021-11-02,2021-04-16,2021-03-12,Fully Paid,2021-04-12,859837,Debt consolidation,B4,60 months,Source Verified,72350.0,0.0979,108.07,0.1074,5000,42,5499,Good Loan,1,0,2021.0,11.0,November,2021-11,499,1.0998
741439,OK,10+ years,fmc technologies,B,MORTGAGE,2021-11-05,2021-12-14,2021-07-13,Fully Paid,2021-08-13,939321,Debt consolidation,B4,60 months,Source Verified,75000.0,0.2216,211.09,0.1149,9600,38,11590,Good Loan,1,0,2021.0,11.0,November,2021-11,1990,1.2073
889066,MD,10+ years,US Army,B,MORTGAGE,2021-11-09,2021-04-12,2021-03-12,Fully Paid,2021-04-12,1105500,Debt consolidation,B4,60 months,Source Verified,120000.0,0.2243,297.0,0.1242,13225,40,13893,Good Loan,1,0,2021.0,11.0,November,2021-11,668,1.0505
572615,OH,10+ years,American Electric Power,B,MORTGAGE,2021-10-09,2021-09-15,2021-09-15,Fully Paid,2021-10-15,736550,Debt consolidation,B5,60 months,Source Verified,110004.0,0.2204,221.74,0.1186,10000,29,13304,Good Loan,1,0,2021.0,10.0,October,2021-10,3304,1.3304
513036,NJ,3 years,Roster Financial,B,MORTGAGE,2021-10-07,2021-07-12,2021-05-11,Fully Paid,2021-06-11,662856,Debt consolidation,B5,60 months,Source Verified,101004.0,0.1567,306.0,0.1186,21000,46,15086,Good Loan,1,0,2021.0,10.0,October,2021-10,-5914,0.7184
563742,AL,4 years,"TAMKO Building Products, Inc.",B,MORTGAGE,2021-10-08,2021-05-16,2021-03-12,Fully Paid,2021-04-12,725399,Debt consolidation,B4,60 months,Source Verified,100000.0,0.1392,329.82,0.1149,15000,30,17298,Good Loan,1,0,2021.0,10.0,October,2021-10,2298,1.1532
548545,CA,5 years,St. Jude Medical,B,MORTGAGE,2021-10-07,2021-05-16,2021-07-14,Fully Paid,2021-08-14,707188,Debt consolidation,B3,60 months,Source Verified,68000.0,0.1318,294.34,0.1112,13500,30,17423,Good Loan,1,0,2021.0,10.0,October,2021-10,3923,1.2906
986804,LA,< 1 year,"Pedicons, Inc.",B,MORTGAGE,2021-11-10,2021-12-15,2021-12-15,Fully Paid,2022-01-15,1210784,Debt consolidation,B5,60 months,Source Verified,85000.0,0.1225,338.93,0.1269,15000,39,20032,Good Loan,1,0,2021.0,11.0,November,2021-11,5032,1.3355
